"Record ID","Intake Date","Intake Channel","Business Category","Complaint Code","Business Unique ID","Business Name","Result Date","Result","Referred To","Contract Cancelled Amount","Refund Amount","Building Nbr","Street1","Unit Type","Apt/Suite","City","Postcode","Borough"
"073982-2025-CMPL","09/20/2025","311","Tow Truck Company","Demand for Cash Payment; Unsolicited/Unauthorized Services","BA-1108121-2022","ALL ABOUT AUTOMOTIVE INC","09/22/2025","Insufficient Info Received",,,,"14","LOMBARDY ST",,,"BROOKLYN","11222","Brooklyn"
"074014-2025-CMPL","09/20/2025","311","Supermarket","Price Not Posted",,,"09/22/2025","Referred","Other",,,,,,,,,
"074020-2025-CMPL","09/20/2025","311","Laundries","Advertising/Misleading - A02",,,"09/22/2025","No Jurisdiction",,,,,,,,,,
"073992-2025-CMPL","09/20/2025","311","Other","Advertising/Misleading - A02",,,"09/22/2025","Complaint Review Complete",,,,,,,,,,
"074021-2025-CMPL","09/20/2025","311","Other","Receipt Incomplete/Inaccurate/Not Given","BA-1747953-2025","On Point Mufflers","09/22/2025","Referred","NYS Department of Motor Vehicles",,,"781","BRUCKNER BLVD",,,"BRONX","10455","Bronx"
"074015-2025-CMPL","09/20/2025","311","Misc Non-Food Retail","Cashless Business","BA-1747963-2025","Lockwood Sunnyside","09/22/2025","No Jurisdiction",,,,"4606","SKILLMAN AVE",,,"SUNNYSIDE","11104","Queens"
"073994-2025-CMPL","09/20/2025","311","Misc Non-Food Retail","Price Gouging","BA-1747984-2025","VIVI DELI FOOD MART CORP","09/22/2025","Referred","NYC Police Department",,,,,,,,,
"073995-2025-CMPL","09/20/2025","311","Temporary Street Fair Vendor Permit","License or Complaint Sign Not Displayed",,,"09/22/2025","Insufficient Info Received",,,,,,,,,,
"074000-2025-CMPL","09/20/2025","311","Other","Advertising/Misleading - A02",,,"09/22/2025","No Jurisdiction",,,,,,,,,,
"073988-2025-CMPL","09/20/2025","311","Locksmith","Misrepresentation - M01",,,"09/22/2025","Insufficient Info Received",,,,,,,,,,
"074004-2025-CMPL","09/20/2025","311","Supermarket","Unlicensed","BA-1747981-2025","C town","09/22/2025","Referred","NYC Police Department",,,"30","E 198TH ST",,,"BRONX","10468","Bronx"
"073991-2025-CMPL","09/20/2025","311","Tow Truck Company","Lost/Stolen/Damaged Property","BA-1748244-2025","Crown Towing","10/22/2025","Requested Information Not Provided",,,,"178","SOMERS ST",,,"BROOKLYN","11233","Brooklyn"
"073975-2025-CMPL","09/20/2025","311","Other","Sidewalk Blocked","BA-1748846-2025","Fortune uniforms","10/01/2025","Referred","NYC Department of Sanitation",,,"5202","8TH AVE",,,"BROOKLYN","11220","Brooklyn"
"073971-2025-CMPL","09/20/2025","Online","Other",,"BA-1747895-2025","AD INTERNATIONAL IMPORT AND EXPORT INC","10/09/2025","Referred","Other",,,"6215","8TH AVE",,,"BROOKLYN","11220","Brooklyn"
"074036-2025-CMPL","09/20/2025","Online","Other","Other - Z01; Unsanitary conditions",,,"10/03/2025","Referred","NYC Department of Health & Mental Hygiene",,,"179","WOOD AVE",,,"STATEN ISLAND","10307","Staten Island"
"073977-2025-CMPL","09/20/2025","311","Auto Rental","Receipt Incomplete/Inaccurate/Not Given","BA-1748365-2025","BUGGY","10/22/2025","Requested Information Not Provided",,,,"445","EMPIRE BLVD",,,"BROOKLYN","11225","Brooklyn"
"073986-2025-CMPL","09/20/2025","311","Misc Non-Food Retail","Exchange/Refund/Return","BA-1747971-2025","Lot Less","10/22/2025","Requested Information Not Provided",,,,,"CLINTON STREET",,,,"10002","Manhattan"
"074016-2025-CMPL","09/20/2025","311","Misc Non-Food Retail","Non-Delivery of Goods - N01","BA-1748170-2025","Spruce Power","10/22/2025","Requested Information Not Provided",,,,"18817","LIBERTY AVE",,,"SAINT ALBANS","11412","Queens"
"074033-2025-CMPL","09/20/2025","Online","Other","Other - Z01; Exchange/Refund/Return","BA-1747914-2025","Naz’s Halaal","10/03/2025","Insufficient Info Received",,,,"2224","HYLAN BLVD",,,"STATEN ISLAND","10306","Staten Island"
"073979-2025-CMPL","09/20/2025","311","Retail Store","Overcharge","BA-1749099-2025","c & d dollar deal inc","10/25/2025","Requested Information Not Provided",,,,"172","DYCKMAN ST",,,"NEW YORK","10040","Manhattan"
"074029-2025-CMPL","09/20/2025","Online","Grocery-Retail","Other - Z01","BA-1747912-2025","Zee Deli & Grocery","10/10/2025","Referred","NYC Police Department",,,"211","AVENUE M",,,"BROOKLYN","11230","Brooklyn"
"074022-2025-CMPL","09/20/2025","Online","Other",,"BA-1747907-2025","Varley","10/09/2025","Referred","Other",,,"402","W BROADWAY",,,"NEW YORK","10012","Manhattan"
"073974-2025-CMPL","09/20/2025","311","Wearing Apparel","Exchange/Refund/Return","BA-1748165-2025","Zadig & Volpaire","10/22/2025","Requested Information Not Provided",,,,"845","MADISON AVE",,,"NEW YORK","10021","Manhattan"
"074030-2025-CMPL","09/20/2025","311","Supermarket","Overcharge","BA-1748013-2025","Trade Fair","10/22/2025","Requested Information Not Provided",,,,"2355","BROADWAY",,,"ASTORIA","11106","Queens"
"073956-2025-CMPL","09/19/2025","Online","Home Improvement Contractor",,"BA-1677918-2023","Michaels LIST LLC","10/09/2025","Referred","NYC Department of Buildings",,,"17902","69TH AVE",,,"FRESH MEADOWS","11365","Queens"
"073943-2025-CMPL","09/19/2025","311","Hotel","No Clean Towels, Pillows, Sheets in New Room","BA-1747837-2025","LaQuinta @ Wyndham Hotels","10/22/2025","Requested Information Not Provided",,,,,"31 WEST 71 STREET",,"ROOM 1405","NEW YORK","10023","Manhattan"
"073917-2025-CMPL","09/19/2025","311","Home Improvement Contractor","Contact Sign Not Posted","BA-1747797-2025","Fowler Wholesaler Corp","10/22/2025","Requested Information Not Provided",,,,"13131","FOWLER AVE",,,"FLUSHING","11355","Queens"
"073955-2025-CMPL","09/19/2025","311","Misc Non-Food Retail","Exchange/Refund/Return","BA-1747857-2025","Deli and Grill","09/22/2025","Referred","Other",,,"860","HUNTS POINT AVE",,"860 HUNTS POINT","BRONX","10474","Bronx"
"073898-2025-CMPL","09/19/2025","311","Temporary Street Fair Vendor Permit","Unlicensed","BA-1747777-2025","n/a","09/19/2025","Referred","NYS Liquor Authority",,,"100","FREEMAN ST",,,"BROOKLYN","11222","Brooklyn"
"073966-2025-CMPL","09/19/2025","Online","Other","Other - Z01","BA-1747888-2025","Star Bright Daycare","09/30/2025","Referred","Other",,,"2940","E 194TH ST",,,"BRONX","10461","Bronx"
"073921-2025-CMPL","09/19/2025","Walk-In","Other","Billing Dispute - B02","BA-1747801-2025","NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION","09/23/2025","Referred","Other",,,"5917","JUNCTION BLVD",,,"FLUSHING","11373","Queens"
"073929-2025-CMPL","09/19/2025","311","Drug Store Retail","Overcharge","BA-1747817-2025","CVS","09/22/2025","Referred","NYS Department of Education: Office of Professional Discipline",,,,"AMSTERDAM AVENUE",,,,"10025","Manhattan"
"073958-2025-CMPL","09/19/2025","311","Gas Station-Retail","Short measure; Inaccurate Device","BA-1382956-2022","MUKTI 49 PETROLEUM INC.","09/24/2025","Complaint Review Complete",,,,,,,,,,
"073906-2025-CMPL","09/19/2025","311","Other","Advertising/Misleading - A02","BA-1747785-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","09/22/2025","Complaint Review Complete",,,,,"633 3 AVENUE",,"GUTTMAN OFFICE","NEW YORK","10017","Manhattan"
"073914-2025-CMPL","09/19/2025","311","Tobacco Retail Dealer","Unlicensed","BA-1747793-2025","Smoke shop","09/22/2025","Referred","NYC Police Department",,,"110","RALPH AVE",,,"BROOKLYN","11221","Brooklyn"
"073909-2025-CMPL","09/19/2025","311","General Vendor","Unlicensed","BA-1747788-2025","na","09/22/2025","Referred","NYC Department of Sanitation",,,,"62 DRIVE",,,,"11374","Queens"
"073912-2025-CMPL","09/19/2025","311","Misc Non-Food Retail","Condemned/Expired Scale","BA-1747791-2025","Deli and grill","09/22/2025","Referred","Other",,,"860","HUNTS POINT AVE",,"860 HUNTS POINT","BRONX","10474","Bronx"
"073901-2025-CMPL","09/19/2025","311","Stoop Line Stand","Sidewalk Blocked","BA-1747780-2025","84-64","09/19/2025","Referred","NYC Police Department",,,"8464","130TH ST",,,"KEW GARDENS","11415","Queens"
"073899-2025-CMPL","09/19/2025","311","Temporary Street Fair Vendor Permit","Damaged Goods - D01","BA-1747778-2025","FOOD CART","09/19/2025","Referred","NYC Department of Health & Mental Hygiene",,,,"AMSTERDAM AVENUE",,,,"10032","Manhattan"
"073911-2025-CMPL","09/19/2025","311","Other","Sidewalk Blocked","BA-1747790-2025","84-64","09/22/2025","Referred","NYC Police Department",,,"8464","130TH ST",,,"KEW GARDENS","11415","Queens"
"073913-2025-CMPL","09/19/2025","311","Other","Sidewalk Blocked","BA-1747792-2025","House","09/22/2025","Referred","NYC Police Department",,,"8464","130TH ST",,,"KEW GARDENS","11415","Queens"
"073915-2025-CMPL","09/19/2025","311","Other","Sidewalk Blocked","BA-1747794-2025","84-64","09/22/2025","Referred","NYC Department of Transportation",,,"8464","130TH ST",,,"KEW GARDENS","11415","Queens"
"073934-2025-CMPL","09/19/2025","Email/Fax","Other",,"BA-1412038-2022","NATIONSTAR MORTGAGE LLC","09/19/2025","Referred","NYS Department of Financial Services",,,"8950","CYPRESS WATERS BLVD",,,"COPPELL","75019","Outside NYC"
"073957-2025-CMPL","09/19/2025","311","Salons And Barbershop","Overcharge; Quality of Work - Q01","BA-1747862-2025","No Shop Name","09/22/2025","Referred","Other",,,"296","LEGION ST",,,"BROOKLYN","11212","Brooklyn"
"073916-2025-CMPL","09/19/2025","311","Other","Non-Delivery of Goods - N01","BA-1747795-2025","VS Parking","09/22/2025","Referred","Other",,,"31","LINCOLN RD",,,"BROOKLYN","11225","Brooklyn"
"073951-2025-CMPL","09/19/2025","311","Jewelry Store-Retail","Non-Delivery of Goods - N01","BA-1747850-2025","james jewelry inc","09/22/2025","Insufficient Info Received",,,,,"131-19 LIBERTY AVENUE",,"First floor","SOUTH RICHMOND HILL","11419","Queens"
"073941-2025-CMPL","09/19/2025","311","Supermarket","Scale Inaccurate/Broken","BA-1675704-2023","GLENDA FOOD CORP.","09/24/2025","Complaint Review Complete",,,,"592","FORT WASHINGTON AVE",,,"NEW YORK","10033","Manhattan"
"073900-2025-CMPL","09/19/2025","311","Other","Sidewalk Blocked","BA-1747779-2025","84-64","09/19/2025","Referred","NYC Police Department",,,"8464","130TH ST",,,"KEW GARDENS","11415","Queens"
"073931-2025-CMPL","09/19/2025","311","Retail Laundry","Required Signage Not Posted","BA-1747694-2025","My Favorite Laundry","09/22/2025","Referred","NYC Department of Health & Mental Hygiene",,,,"935 MCDONALD AVENUE",,"1st Floor","BROOKLYN","11218","Brooklyn"
"073940-2025-CMPL","09/19/2025","Email/Fax","Other",,"BA-1747834-2025","Trivago","09/19/2025","Referred","Other",,,"5-7","Kesselstraße",,,"Düsseldorf","40221","Outside NYC"
"073952-2025-CMPL","09/19/2025","311","Other","Exchange/Refund/Return","BA-1747854-2025","PLS CHECK CASHING","09/22/2025","Referred","Other",,,"8001","FLATLANDS AVE",,,"BROOKLYN","11236","Brooklyn"
"073927-2025-CMPL","09/19/2025","311","Garage & Parking Lot","Over Capacity","BA-1747814-2025","Condo Apartments","09/22/2025","Referred","Other",,,"98","BAY 20TH ST",,,"BROOKLYN","11214","Brooklyn"
"073918-2025-CMPL","09/19/2025","311","Misc Non-Food Retail","Non-Delivery of Goods - N01","BA-1747798-2025","Trin Bago Express Shipping","09/22/2025","Referred","Other",,,"9909","FOSTER AVE",,,"BROOKLYN","11236","Brooklyn"
"073925-2025-CMPL","09/19/2025","311","Tobacco Retail Dealer","Unlicensed","BA-1720686-2025","WESTCHESTER BEST MARKET CORP.","09/24/2025","Complaint Review Complete",,,,"2930","WESTCHESTER AVE",,,"BRONX","10461","Bronx"
"073896-2025-CMPL","09/19/2025","311","Garage & Parking Lot","Non-Delivery of Goods - N01","BA-1747774-2025","FOOD BAZAAR","09/19/2025","Referred","Other",,,"238","E 161ST ST",,,"BRONX","10451","Bronx"
"073939-2025-CMPL","09/19/2025","311","Electronic Cigarette Dealer","Prohibited Item Sale to Minor; Unlicensed","BA-1725691-2025","TOM AND JERRY 2 CORP.","09/24/2025","Complaint Review Complete",,,,"403","E 8TH ST",,,"NEW YORK","10009","Manhattan"
"073903-2025-CMPL","09/19/2025","311","Car Wash","Unlicensed","BA-1747782-2025","washing cars","09/19/2025","Referred","NYC Department of Sanitation",,,,"8 AVENUE",,,,"10030","Manhattan"
"073924-2025-CMPL","09/19/2025","311","Tobacco Retail Dealer","Unlicensed","BA-1717677-2024","CROSBY BAY BEER & GROCERY CORP.","09/24/2025","Complaint Review Complete",,,,"1745","CROSBY AVE",,,"BRONX","10461","Bronx"
"073965-2025-CMPL","09/19/2025","Online","Other",,"BA-1747887-2025","Star Bright Daycare","10/09/2025","Referred","Other",,,"2940","E 194TH ST",,,"BRONX","10461","Bronx"
"073922-2025-CMPL","09/19/2025","311","Tow Truck Company","Billing Dispute - B02","BA-1747802-2025","Daniyyel Towing","10/23/2025","Requested Information Not Provided",,,,"2127","NEPTUNE AVE",,,"BROOKLYN","11224","Brooklyn"
"073936-2025-CMPL","09/19/2025","311","Electronics Store","Refurbished/Used; Exchange/Refund/Return","BA-1747826-2025","MetroPCS","10/22/2025","Requested Information Not Provided",,,,"2480","GRAND CONCOURSE",,,"BRONX","10458","Bronx"
"073964-2025-CMPL","09/19/2025","Online","Other",,"BA-1747886-2025","THE LITTLE BOOKSHOP","10/09/2025","Referred","NYC Commission on Human Rights",,,"239","BUSHWICK AVE",,,"BROOKLYN","11206","Brooklyn"
"073945-2025-CMPL","09/19/2025","311","Landlord or Real Estate Agent","Broker Fee Listed","BA-1747842-2025","Bouklis Group","10/22/2025","Requested Information Not Provided",,,,"3427","28TH AVE",,,"ASTORIA","11103","Queens"
"073902-2025-CMPL","09/19/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1747781-2025","GDLA Towing & Storage Inc","10/19/2025","Requested Information Not Provided",,,,"2413","45TH ST",,,"ASTORIA","11103","Queens"
"073948-2025-CMPL","09/19/2025","Online","Other",,"BA-1747846-2025","353 Victory Blvd, Staten Island, NY 10301","10/09/2025","Referred","NYC Police Department",,,"353","VICTORY BLVD",,,"STATEN ISLAND","10301","Staten Island"
"073920-2025-CMPL","09/19/2025","Online","Restaurant",,"BA-1322801-2022","LITTLE ZELDA","10/09/2025","Referred","NYC Department of Health & Mental Hygiene",,,"728","FRANKLIN AVENUE",,,"BROOKLYN","11238","Brooklyn"
"073967-2025-CMPL","09/19/2025","Online","Car Wash","Unlicensed","BA-1747889-2025","Park Ave & St Pauls Pl","10/06/2025","Referred","NYC Department of Sanitation",,,,"SAINT PAULS PLACE",,,"Morrisania","10035","Manhattan"
"073894-2025-CMPL","09/19/2025","Online","Other","Exchange/Refund/Return","BA-1747771-2025","The Charles Schwab Corporation","10/09/2025","Referred","NYS Department of Financial Services",,,"880","CENTRAL PARK AVE",,,"SCARSDALE","10583",
"073926-2025-CMPL","09/19/2025","311","Tobacco Retail Dealer","Unlicensed","BA-1747812-2025","Speedy","10/22/2025","Requested Information Not Provided",,,,"3361","E TREMONT AVE",,,"BRONX","10461","Bronx"
"073963-2025-CMPL","09/19/2025","Online","Other",,"BA-1313027-2022","GOOD HEALTH FAMILY PHARMACY","10/09/2025","Referred","NYC Commission on Human Rights",,,"449","WEST 125 STREET",,,"NEW YORK","10027","Manhattan"
"073944-2025-CMPL","09/19/2025","311","Process Server Individual","Harassment - H01","BA-1747839-2025","N/a","10/23/2025","Requested Information Not Provided",,,,,"1818 NOSTRAND AVENUE",,"First floor","BROOKLYN","11226","Brooklyn"
"073923-2025-CMPL","09/19/2025","311","Home Improvement Contractor","Non-Delivery of Goods - N01","BA-1747806-2025","Shampooing One cunctation co int","10/22/2025","Requested Information Not Provided",,,,,"2 Ckee st",,,"Long island","11001",
"073932-2025-CMPL","09/19/2025","311","Home Improvement Contractor","Non-Delivery of Goods - N01; Non-Delivery of Service - N02","BA-1747820-2025","168 Brooklyn Roofing, Inc.","10/22/2025","Requested Information Not Provided",,,,"1378","W 7TH ST",,,"BROOKLYN","11204","Brooklyn"
"073954-2025-CMPL","09/19/2025","311","Gas Station-Retail","Receipt Incomplete/Inaccurate/Not Given","BA-1747856-2025","speedy gas","10/22/2025","Requested Information Not Provided",,,,,"ATLANTIC AVENUE",,,,"11233","Brooklyn"
"073942-2025-CMPL","09/19/2025","Online","Other",,"BA-1747836-2025","VERIZON COMMUNICATIONS INC.","10/09/2025","Referred","Federal Communications Commission",,,"140","WEST ST",,,"NEW YORK","10007","Manhattan"
"073904-2025-CMPL","09/19/2025","Online","Wearing Apparel","Injury/Safety","BA-1747784-2025","Tory Burch LLC","10/14/2025","Referred","Court System",,,,"11 W 19TH St FL 7",,,"New York","10011",
"073935-2025-CMPL","09/19/2025","311","Auto Rental","Exchange/Refund/Return","BA-1747825-2025","Nomad TLC","10/22/2025","Requested Information Not Provided",,,,"274","46TH ST",,,"BROOKLYN","11220","Brooklyn"
"073949-2025-CMPL","09/19/2025","Online","Other",,"BA-1699092-2024","UNLICENSED CAR WASH PARK AVE & ST PAULS PL","10/09/2025","Referred","NYC Department of Sanitation",,,,"PARK AVENUE",,,"Bronx","10456","Bronx"
"073897-2025-CMPL","09/19/2025","311","Garage & Parking Lot","Lost/Stolen/Damaged Property","BA-1428642-2022","MP PIER PARKING LLC","10/08/2025","Duplicate Complaint - DUP",,,,"353","WEST STREET",,,"NEW YORK","10014","Manhattan"
"073933-2025-CMPL","09/19/2025","311","Supermarket","Advertising/Misleading - A02","BA-1747822-2025","Food choice","10/23/2025","Requested Information Not Provided",,,,"2244","WHITE PLAINS RD",,,"BRONX","10467","Bronx"
"073962-2025-CMPL","09/19/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent","BA-1740855-2025","THE BOUKLIS GROUP OF ASTORIA INC.","10/09/2025","Complaint Review Complete",,,,"3701","24TH AVE",,,"ASTORIA","11103","Queens"
"073895-2025-CMPL","09/19/2025","311","Drug Store Retail","Exchange/Refund/Return","BA-1747772-2025","Walgreens","10/25/2025","Requested Information Not Provided",,,,"10314","ROOSEVELT AVE",,,"CORONA","11368","Queens"
"073961-2025-CMPL","09/19/2025","311","Restaurant","Exchange/Refund/Return","BA-1747878-2025","PAPA SAN","10/24/2025","Requested Information Not Provided",,,,"501","W 34TH ST",,,"NEW YORK","10001","Manhattan"
"073946-2025-CMPL","09/19/2025","Online","Other",,"BA-1732081-2025","trinbago express shipping services","10/09/2025","Referred","Other",,,"9909","FOSTER AVE",,,"BROOKLYN","11236","Brooklyn"
"073907-2025-CMPL","09/19/2025","Online","Other",,"BA-1747786-2025","ARG AUTO GLASS, INC.","10/09/2025","Referred","NYS Department of Motor Vehicles",,,"1185","GARRISON AVE",,,"BRONX","10474","Bronx"
"073928-2025-CMPL","09/19/2025","Online","Landlord or Real Estate Agent",,"BA-1747816-2025","Brighton Management","10/09/2025","Referred","Court System",,,"6","E 45TH ST",,,"NEW YORK","10017","Manhattan"
"073867-2025-CMPL","09/18/2025","311","Landlord or Real Estate Agent","Broker Fee Charged","BA-1747747-2025","Toscana Property LLC","10/19/2025","Requested Information Not Provided",,,,"1756","HYLAN BLVD","FL","2","STATEN ISLAND","10305","Staten Island"
"073862-2025-CMPL","09/18/2025","311","Mini-Storage Company","Billing Dispute - B02","BA-1747737-2025","Cube Smart","10/19/2025","Requested Information Not Provided",,,,"2964","SHELL RD",,,"BROOKLYN","11224","Brooklyn"
"073848-2025-CMPL","09/18/2025","Online","Other",,,,"10/15/2025","Insufficient Info Received",,,,,"324 Lafayette St",,,"New York","10012","Manhattan"
"073876-2025-CMPL","09/18/2025","311","Stoop Line Stand","Sidewalk Blocked","BA-1744944-2025","BERRY GOODS SUPERMARKET CORP","09/19/2025","Complaint Review Complete",,,,"1413","AVENUE J",,,"BROOKLYN","11230","Brooklyn"
